>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.seqs.tsv
>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.txt
4932.YJL148W	4932.YNL248C
4932.YHR143W-A	4932.YNL248C
4932.YLL067C	4932.YNL248C
4932.YLR467W	4932.YNL248C
4932.YDL140C	4932.YNL248C
4932.YHR218W-A	4932.YNL248C
4932.YNL248C	4932.YPR110C
4932.YJL138C	4932.YNL248C
4932.YNL248C	4932.YOR340C
4932.YNL248C	4932.YOR396W
4932.YEL055C	4932.YNL248C
4932.YHR218W	4932.YNL248C
4932.YGL078C	4932.YNL248C
4932.YDR404C	4932.YHR143W-A
4932.YHR143W-A	4932.YJR022W
4932.YHR143W-A	4932.YPR110C
4932.YDR385W	4932.YHR143W-A
4932.YHR143W-A	4932.YPL063W
4932.YHR143W-A	4932.YOR151C
4932.YHR143W-A	4932.YIL021W
4932.YHR143W-A	4932.YOL005C
4932.YDR515W	4932.YHR143W-A
4932.YHR143W-A	4932.YKR062W
4932.YHR143W-A	4932.YLR019W
4932.YER146W	4932.YHR143W-A
4932.YHR143W-A	4932.YNL151C
4932.YHR143W-A	4932.YNR003C
4932.YHR143W-A	4932.YKL173W
4932.YLL067C	4932.YPL031C
4932.YLL067C	4932.YPL116W
4932.YLL067C	4932.YLR197W
4932.YHR082C	4932.YLL067C
4932.YLL067C	4932.YLR369W
4932.YLL067C	4932.YMR286W
4932.YLL067C	4932.YLR430W
4932.YJR142W	4932.YLL067C
4932.YLL067C	4932.YNL307C
4932.YHR079C	4932.YLL067C
4932.YDR026C	4932.YLL067C
4932.YBR181C	4932.YLL067C
4932.YBL075C	4932.YLL067C
4932.YLL067C	4932.YOL128C
4932.YAL020C	4932.YLL067C
4932.YLL067C	4932.YPL184C
4932.YLL067C	4932.YNL209W
4932.YLL067C	4932.YPR068C
4932.YDL079C	4932.YLL067C
4932.YLL067C	4932.YOR259C
4932.YKL073W	4932.YLL067C
4932.YLL067C	4932.YLR077W
4932.YLL067C	4932.YMR229C
4932.YDL213C	4932.YLL067C
4932.YLL067C	4932.YOL041C
4932.YLL067C	4932.YPL026C
4932.YLL067C	4932.YLR116W
4932.YLL067C	4932.YMR213W
4932.YLL067C	4932.YPL106C
4932.YHR147C	4932.YLL067C
4932.YLL067C	4932.YML117W
4932.YLL039C	4932.YLR467W
4932.YHR205W	4932.YLR467W
4932.YER103W	4932.YLR467W
4932.YCL024W	4932.YLR467W
4932.YLR197W	4932.YLR467W
4932.YLR430W	4932.YLR467W
4932.YLR467W	4932.YPL090C
4932.YDR293C	4932.YLR467W
4932.YLR467W	4932.YPL141C
4932.YDL079C	4932.YLR467W
4932.YGR034W	4932.YLR467W
4932.YAL017W	4932.YLR467W
4932.YLR467W	4932.YMR276W
4932.YLR467W	4932.YPL178W
4932.YLR167W	4932.YLR467W
4932.YEL050C	4932.YLR467W
4932.YHR174W	4932.YLR467W
4932.YER165W	4932.YLR467W
4932.YHR015W	4932.YLR467W
4932.YDL140C	4932.YOR295W
4932.YDL140C	4932.YJL081C
4932.YDL140C	4932.YOR151C
4932.YDL132W	4932.YDL140C
4932.YDL140C	4932.YIL061C
4932.YDL140C	4932.YLR116W
4932.YDL140C	4932.YPR015C
4932.YDL140C	4932.YLR399C
4932.YDL140C	4932.YML010W
4932.YDL140C	4932.YNL163C
4932.YBR169C	4932.YDL140C
4932.YDL140C	4932.YPL038W
4932.YDL140C	4932.YNL230C
4932.YBR055C	4932.YDL140C
4932.YDL140C	4932.YFR037C
4932.YDL140C	4932.YDL164C
4932.YDL140C	4932.YMR227C
4932.YDL140C	4932.YMR042W
4932.YDL140C	4932.YDR416W
4932.YDL140C	4932.YMR304W
4932.YDL140C	4932.YOR319W
4932.YDL140C	4932.YNL016W
4932.YDL108W	4932.YDL140C
4932.YDL140C	4932.YEL018W
4932.YAR007C	4932.YDL140C
4932.YDL140C	4932.YPL106C
4932.YBL111C	4932.YDL140C
4932.YDL140C	4932.YJR032W
4932.YDL140C	4932.YLR321C
4932.YDL140C	4932.YJL047C
4932.YDL140C	4932.YER148W
4932.YDL140C	4932.YLR375W
4932.YDL140C	4932.YPR052C
4932.YDL140C	4932.YOR159C
4932.YDL140C	4932.YOL051W
4932.YDL140C	4932.YKL144C
4932.YDL140C	4932.YJR068W
4932.YDL140C	4932.YGL209W
4932.YDL140C	4932.YDR043C
4932.YDL140C	4932.YNL025C
4932.YDL140C	4932.YPL042C
4932.YDL140C	4932.YHL033C
4932.YDL140C	4932.YMR233W
4932.YDL140C	4932.YDR460W
4932.YDL140C	4932.YGR056W
4932.YDL140C	4932.YGL070C
4932.YDL140C	4932.YHR207C
4932.YDL140C	4932.YDR311W
4932.YDL140C	4932.YLL045C
4932.YBL075C	4932.YHR218W-A
4932.YHR218W-A	4932.YNL139C
4932.YHR218W-A	4932.YPL237W
4932.YDL201W	4932.YHR218W-A
4932.YER050C	4932.YHR218W-A
4932.YHR218W-A	4932.YLR344W
4932.YHR218W-A	4932.YOL139C
4932.YHR218W-A	4932.YNL175C
4932.YFR031C-A	4932.YHR218W-A
4932.YHR218W-A	4932.YJL034W
4932.YDR116C	4932.YHR218W-A
4932.YHR218W-A	4932.YMR128W
4932.YDL229W	4932.YHR218W-A
4932.YHR218W-A	4932.YPL131W
4932.YER103W	4932.YHR218W-A
4932.YHR218W-A	4932.YKL198C
4932.YDR394W	4932.YHR218W-A
4932.YHR218W-A	4932.YML117W
4932.YBR049C	4932.YHR218W-A
4932.YHR218W-A	4932.YKR086W
4932.YBR028C	4932.YHR218W-A
4932.YDL007W	4932.YHR218W-A
4932.YDL209C	4932.YHR218W-A
4932.YHR218W-A	4932.YJR142W
4932.YHR218W-A	4932.YMR125W
4932.YHR218W-A	4932.YKR099W
4932.YHR218W-A	4932.YMR080C
4932.YHR218W-A	4932.YPL031C
4932.YGL076C	4932.YHR218W-A
4932.YGL049C	4932.YHR218W-A
4932.YHR218W-A	4932.YLR116W
4932.YBR169C	4932.YHR218W-A
4932.YHR218W-A	4932.YPL106C
4932.YEL037C	4932.YHR218W-A
4932.YKR062W	4932.YPR110C
4932.YKL173W	4932.YPR110C
4932.YHR207C	4932.YPR110C
4932.YBR088C	4932.YPR110C
4932.YER173W	4932.YPR110C
4932.YFR019W	4932.YPR110C
4932.YDR385W	4932.YPR110C
4932.YJL011C	4932.YPR110C
4932.YJL102W	4932.YPR110C
4932.YOL005C	4932.YPR110C
4932.YPL008W	4932.YPR110C
4932.YDR332W	4932.YPR110C
4932.YAL005C	4932.YPR110C
4932.YKL113C	4932.YPR110C
4932.YLR281C	4932.YPR110C
4932.YLL024C	4932.YPR110C
4932.YDR404C	4932.YPR110C
4932.YJR068W	4932.YPR110C
4932.YPR086W	4932.YPR110C
4932.YDL143W	4932.YPR110C
4932.YNL113W	4932.YPR110C
4932.YDL150W	4932.YPR110C
4932.YPL165C	4932.YPR110C
4932.YLL045C	4932.YPR110C
4932.YIL021W	4932.YPR110C
4932.YOR369C	4932.YPR110C
4932.YCL024W	4932.YJL138C
4932.YDR381W	4932.YJL138C
4932.YBR048W	4932.YJL138C
4932.YJL138C	4932.YOR287C
4932.YBR049C	4932.YJL138C
4932.YJL138C	4932.YOR133W
4932.YDL209C	4932.YJL138C
4932.YHR147C	4932.YJL138C
4932.YJL138C	4932.YOL021C
4932.YJL138C	4932.YOR117W
4932.YJL138C	4932.YOR233W
4932.YJL138C	4932.YLR419W
4932.YJL138C	4932.YKR086W
4932.YBL075C	4932.YJL138C
4932.YJL138C	4932.YOR393W
4932.YJL138C	4932.YPR132W
4932.YER029C	4932.YJL138C
4932.YHR082C	4932.YJL138C
4932.YDL043C	4932.YJL138C
4932.YGR278W	4932.YJL138C
4932.YJL138C	4932.YNL330C
4932.YBL087C	4932.YJL138C
4932.YJL138C	4932.YPL141C
4932.YJL138C	4932.YMR276W
4932.YBR212W	4932.YJL138C
4932.YJL138C	4932.YOR361C
4932.YDR429C	4932.YJL138C
4932.YJL138C	4932.YNL002C
4932.YDR247W	4932.YJL138C
4932.YJL138C	4932.YOR259C
4932.YJL041W	4932.YJL138C
4932.YJL138C	4932.YLL039C
4932.YJL138C	4932.YKL171W
4932.YGR214W	4932.YJL138C
4932.YHR086W	4932.YJL138C
4932.YAL017W	4932.YJL138C
4932.YDR060W	4932.YJL138C
4932.YJL138C	4932.YLR197W
4932.YJL138C	4932.YLR369W
4932.YJL138C	4932.YKL145W
4932.YGL189C	4932.YJL138C
4932.YGR072W	4932.YJL138C
4932.YGL070C	4932.YOR340C
4932.YOR340C	4932.YPR010C
4932.YGL078C	4932.YOR340C
4932.YKL017C	4932.YOR396W
4932.YDR337W	4932.YOR396W
4932.YCL024W	4932.YOR396W
4932.YKL073W	4932.YOR396W
4932.YDL007W	4932.YOR396W
4932.YEL030W	4932.YOR396W
4932.YOR396W	4932.YPL184C
4932.YMR143W	4932.YOR396W
4932.YOR396W	4932.YPL026C
4932.YOL139C	4932.YOR396W
4932.YDL209C	4932.YOR396W
4932.YNL244C	4932.YOR396W
4932.YOR116C	4932.YOR396W
4932.YKL078W	4932.YOR396W
4932.YLR167W	4932.YOR396W
4932.YDR139C	4932.YOR396W
4932.YDL229W	4932.YOR396W
4932.YGL076C	4932.YOR396W
4932.YJR007W	4932.YOR396W
4932.YLR048W	4932.YOR396W
4932.YMR139W	4932.YOR396W
4932.YGL147C	4932.YOR396W
4932.YGL120C	4932.YOR396W
4932.YGR034W	4932.YOR396W
4932.YDR116C	4932.YOR396W
4932.YDL083C	4932.YOR396W
4932.YBR049C	4932.YOR396W
4932.YGL049C	4932.YOR396W
4932.YGL135W	4932.YOR396W
4932.YEL055C	4932.YMR290C
4932.YEL055C	4932.YPL283C
4932.YEL055C	4932.YPR010C
4932.YEL055C	4932.YLL066C
4932.YDR398W	4932.YEL055C
4932.YEL055C	4932.YER190W
4932.YBL112C	4932.YEL055C
4932.YEL055C	4932.YPL126W
4932.YFR023W	4932.YHR218W
4932.YHR218W	4932.YPL131W
4932.YGR072W	4932.YHR218W
4932.YER107C	4932.YHR218W
4932.YHR218W	4932.YJR007W
4932.YDR026C	4932.YHR218W
4932.YHR218W	4932.YLR197W
4932.YGL049C	4932.YHR218W
4932.YHR218W	4932.YLL036C
4932.YHR218W	4932.YMR125W
4932.YDR394W	4932.YHR218W
4932.YDL213C	4932.YHR218W
4932.YHR218W	4932.YJL034W
4932.YGL048C	4932.YHR218W
4932.YHR218W	4932.YOR393W
4932.YHR218W	4932.YLR430W
4932.YER013W	4932.YHR218W
4932.YHR168W	4932.YHR218W
4932.YHR218W	4932.YOR341W
4932.YHR218W	4932.YNL067W
4932.YHR218W	4932.YPR041W
4932.YHR218W	4932.YML117W
4932.YHR218W	4932.YPL220W
4932.YDL079C	4932.YHR218W
4932.YHR079C	4932.YHR218W
4932.YHR218W	4932.YPL178W
4932.YHR218W	4932.YMR276W
4932.YAL032C	4932.YHR218W
4932.YHR218W	4932.YKL074C
4932.YHR164C	4932.YHR218W
4932.YDR064W	4932.YHR218W
4932.YDR432W	4932.YHR218W
4932.YCL024W	4932.YGL078C
4932.YGL078C	4932.YNL067W
4932.YGL078C	4932.YGL092W
4932.YGL078C	4932.YML025C
4932.YGL078C	4932.YML074C
4932.YGL078C	4932.YLR430W
4932.YGL078C	4932.YGL135W
4932.YBR212W	4932.YGL078C
4932.YGL078C	4932.YIR001C
4932.YER107C	4932.YGL078C
4932.YGL078C	4932.YGR034W
4932.YGL078C	4932.YPL090C
4932.YAL017W	4932.YGL078C
4932.YGL078C	4932.YOL128C
4932.YGL078C	4932.YOR259C
4932.YGL078C	4932.YLR048W
4932.YDR247W	4932.YGL078C
4932.YGL078C	4932.YNL139C
4932.YGL078C	4932.YGL097W
4932.YGL078C	4932.YMR229C
4932.YGL078C	4932.YJL034W
4932.YAL005C	4932.YGL078C
4932.YGL078C	4932.YMR139W
4932.YGL078C	4932.YLR069C
4932.YBR146W	4932.YGL078C
4932.YBR049C	4932.YGL078C
4932.YGL078C	4932.YHR079C
4932.YGL078C	4932.YPL184C
4932.YGL078C	4932.YLL036C
4932.YEL050C	4932.YGL078C
4932.YDR432W	4932.YGL078C
4932.YGL078C	4932.YOR116C
4932.YGL078C	4932.YPL026C
4932.YDR237W	4932.YGL078C
4932.YGL078C	4932.YPL110C
4932.YGL078C	4932.YKL009W
4932.YGL064C	4932.YGL078C
4932.YGL078C	4932.YPL237W
4932.YGL078C	4932.YLR344W
4932.YGL078C	4932.YMR143W
4932.YFL029C	4932.YGL078C
4932.YGL078C	4932.YPL178W
4932.YGL078C	4932.YGR072W
4932.YAL032C	4932.YGL078C
4932.YGL078C	4932.YHR147C
