>/home/user1/code/PPIKG/method/AFTGAN/data/protein.SHS27k.sequences.dictionary.tsv
>/home/user1/code/PPIKG/method/AFTGAN/data/protein.actions.SHS27k.STRING.txt
9606.ENSP00000006101	9606.ENSP00000222547
9606.ENSP00000005340	9606.ENSP00000228825
9606.ENSP00000230449	9606.ENSP00000256682
9606.ENSP00000244520	9606.ENSP00000156109
9606.ENSP00000240055	9606.ENSP00000223459
9606.ENSP00000242776	9606.ENSP00000215793
9606.ENSP00000215071	9606.ENSP00000245960
9606.ENSP00000202556	9606.ENSP00000238721
9606.ENSP00000009530	9606.ENSP00000215754
9606.ENSP00000260404	9606.ENSP00000225688
9606.ENSP00000229794	9606.ENSP00000216127
9606.ENSP00000044462	9606.ENSP00000234111
9606.ENSP00000248975	9606.ENSP00000248706
9606.ENSP00000215832	9606.ENSP00000257408
9606.ENSP00000155926	9606.ENSP00000246069
9606.ENSP00000261349	9606.ENSP00000220812
9606.ENSP00000253496	9606.ENSP00000215727
9606.ENSP00000215832	9606.ENSP00000230419
9606.ENSP00000216274	9606.ENSP00000220507
9606.ENSP00000215659	9606.ENSP00000261636
9606.ENSP00000232564	9606.ENSP00000254854
9606.ENSP00000251337	9606.ENSP00000217270
9606.ENSP00000248975	9606.ENSP00000238738
9606.ENSP00000250971	9606.ENSP00000233668
9606.ENSP00000199447	9606.ENSP00000216185
9606.ENSP00000230361	9606.ENSP00000158166
9606.ENSP00000219313	9606.ENSP00000257570
9606.ENSP00000231449	9606.ENSP00000243213
9606.ENSP00000156825	9606.ENSP00000260926
9606.ENSP00000229794	9606.ENSP00000260302
9606.ENSP00000227378	9606.ENSP00000003084
9606.ENSP00000178640	9606.ENSP00000225577
9606.ENSP00000078429	9606.ENSP00000255262
9606.ENSP00000212015	9606.ENSP00000250416
9606.ENSP00000257290	9606.ENSP00000201979
9606.ENSP00000172229	9606.ENSP00000258052
9606.ENSP00000006101	9606.ENSP00000260363
9606.ENSP00000258962	9606.ENSP00000161863
9606.ENSP00000251337	9606.ENSP00000262211
9606.ENSP00000240139	9606.ENSP00000228862
9606.ENSP00000254719	9606.ENSP00000232424
9606.ENSP00000236959	9606.ENSP00000216780
9606.ENSP00000166244	9606.ENSP00000262300
9606.ENSP00000228825	9606.ENSP00000205890
9606.ENSP00000075503	9606.ENSP00000256196
9606.ENSP00000227507	9606.ENSP00000164227
9606.ENSP00000228825	9606.ENSP00000188312
9606.ENSP00000244741	9606.ENSP00000240328
9606.ENSP00000220166	9606.ENSP00000236671
9606.ENSP00000225577	9606.ENSP00000262300
9606.ENSP00000254286	9606.ENSP00000228841
9606.ENSP00000020673	9606.ENSP00000246792
9606.ENSP00000078445	9606.ENSP00000234179
9606.ENSP00000217233	9606.ENSP00000217964
9606.ENSP00000251630	9606.ENSP00000216127
9606.ENSP00000238616	9606.ENSP00000016946
9606.ENSP00000181839	9606.ENSP00000225504
9606.ENSP00000044462	9606.ENSP00000250495
9606.ENSP00000003084	9606.ENSP00000254286
9606.ENSP00000250495	9606.ENSP00000166345
9606.ENSP00000245451	9606.ENSP00000200453
9606.ENSP00000238081	9606.ENSP00000253055
9606.ENSP00000258743	9606.ENSP00000222381
9606.ENSP00000216373	9606.ENSP00000256078
9606.ENSP00000232975	9606.ENSP00000158166
9606.ENSP00000001008	9606.ENSP00000238146
9606.ENSP00000157812	9606.ENSP00000217958
9606.ENSP00000011653	9606.ENSP00000228825
9606.ENSP00000229328	9606.ENSP00000256458
9606.ENSP00000005257	9606.ENSP00000260762
9606.ENSP00000229812	9606.ENSP00000228862
9606.ENSP00000220913	9606.ENSP00000244661
9606.ENSP00000162023	9606.ENSP00000241651
9606.ENSP00000171757	9606.ENSP00000217386
9606.ENSP00000244741	9606.ENSP00000201031
9606.ENSP00000250971	9606.ENSP00000250448
9606.ENSP00000220751	9606.ENSP00000248706
9606.ENSP00000196551	9606.ENSP00000257829
9606.ENSP00000244050	9606.ENSP00000013807
9606.ENSP00000215587	9606.ENSP00000256897
9606.ENSP00000230354	9606.ENSP00000239027
9606.ENSP00000222254	9606.ENSP00000261991
9606.ENSP00000167586	9606.ENSP00000252244
9606.ENSP00000249269	9606.ENSP00000187397
9606.ENSP00000259089	9606.ENSP00000233607
9606.ENSP00000261211	9606.ENSP00000226247
9606.ENSP00000240139	9606.ENSP00000234310
9606.ENSP00000229769	9606.ENSP00000254719
9606.ENSP00000218548	9606.ENSP00000005180
9606.ENSP00000229328	9606.ENSP00000217185
9606.ENSP00000231228	9606.ENSP00000215631
9606.ENSP00000228534	9606.ENSP00000243213
9606.ENSP00000009105	9606.ENSP00000216144
9606.ENSP00000254508	9606.ENSP00000215829
9606.ENSP00000054666	9606.ENSP00000258062
9606.ENSP00000246657	9606.ENSP00000233202
9606.ENSP00000157812	9606.ENSP00000248566
9606.ENSP00000161863	9606.ENSP00000245838
9606.ENSP00000254101	9606.ENSP00000222330
9606.ENSP00000217233	9606.ENSP00000233607
9606.ENSP00000253339	9606.ENSP00000256261
9606.ENSP00000255465	9606.ENSP00000209728
9606.ENSP00000261722	9606.ENSP00000003302
9606.ENSP00000261900	9606.ENSP00000053867
9606.ENSP00000244458	9606.ENSP00000175756
9606.ENSP00000255030	9606.ENSP00000236147
9606.ENSP00000217652	9606.ENSP00000256460
9606.ENSP00000199814	9606.ENSP00000230640
9606.ENSP00000233946	9606.ENSP00000262345
9606.ENSP00000215659	9606.ENSP00000243440
9606.ENSP00000216911	9606.ENSP00000260731
9606.ENSP00000215574	9606.ENSP00000224862
9606.ENSP00000256442	9606.ENSP00000209873
9606.ENSP00000014930	9606.ENSP00000231188
9606.ENSP00000207437	9606.ENSP00000222125
9606.ENSP00000222330	9606.ENSP00000252818
9606.ENSP00000225964	9606.ENSP00000254325
9606.ENSP00000233809	9606.ENSP00000226574
9606.ENSP00000250971	9606.ENSP00000242152
9606.ENSP00000230990	9606.ENSP00000258743
9606.ENSP00000248553	9606.ENSP00000260356
9606.ENSP00000005340	9606.ENSP00000242285
9606.ENSP00000229794	9606.ENSP00000216160
9606.ENSP00000231887	9606.ENSP00000168216
9606.ENSP00000014930	9606.ENSP00000247883
9606.ENSP00000210313	9606.ENSP00000261461
9606.ENSP00000259915	9606.ENSP00000217086
9606.ENSP00000078429	9606.ENSP00000257254
9606.ENSP00000231449	9606.ENSP00000245414
9606.ENSP00000005340	9606.ENSP00000245323
9606.ENSP00000156471	9606.ENSP00000217026
9606.ENSP00000245932	9606.ENSP00000046794
9606.ENSP00000161863	9606.ENSP00000250863
